name,effect,power,type,Thru Gen 4?,accuracy,pp,target,priority,category,additional_effects,description
Obstruct,EFFECT_PROTECT,0,TYPE_DARK,N,100,10,MOVE_TARGET_USER,4,DAMAGE_CATEGORY_STATUS,,"Protects itself, harshly lowering Def on contact."
Heal Block,EFFECT_HEAL_BLOCK,0,TYPE_PSYCHIC,N,100,15,MOVE_TARGET_BOTH,0,DAMAGE_CATEGORY_STATUS,,Prevents the foe from recovering any HP.
Power Shift,EFFECT_POWER_TRICK,0,TYPE_NORMAL,N,0,10,MOVE_TARGET_USER,0,DAMAGE_CATEGORY_STATUS,,The user swaps its Attack and Defense stats.
Fillet Away,EFFECT_FILLET_AWAY,0,TYPE_NORMAL,N,0,10,MOVE_TARGET_USER,0,DAMAGE_CATEGORY_STATUS,,Sharply boosts offenses and Speed by using its own HP.
Dark Void,EFFECT_DARK_VOID,0,TYPE_DARK,N,80,10,MOVE_TARGET_BOTH,0,DAMAGE_CATEGORY_STATUS,,"Drags the foe into total darkness, inducing Sleep."
Thunder Shock,EFFECT_HIT,40,TYPE_ELECTRIC,N,100,30,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_SPECIAL,MOVE_EFFECT_PARALYSIS,An electricalattack that mayparalyze the foe.
Tar Shot,EFFECT_TAR_SHOT,0,TYPE_ROCK,N,100,15,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_STATUS,,Lowers the foe's Speed and makes it weak to Fire.
Mach Punch,EFFECT_HIT,40,TYPE_FIGHTING,N,100,30,MOVE_TARGET_SELECTED,1,DAMAGE_CATEGORY_PHYSICAL,,A punch is thrown at wicked speed to strike first.
Shed Tail,EFFECT_SHED_TAIL,0,TYPE_NORMAL,N,0,10,MOVE_TARGET_USER,0,DAMAGE_CATEGORY_STATUS,,Creates a Substitute for  itself before switching out.
Night Shade,EFFECT_LEVEL_DAMAGE,1,TYPE_GHOST,N,100,15,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_SPECIAL,,Inflicts damage identical to the user's level.
Tidy Up,EFFECT_TIDY_UP,0,TYPE_NORMAL,N,0,10,MOVE_TARGET_USER,0,DAMAGE_CATEGORY_STATUS,,User tidies up hazards and raises its Attack and Speed.
Vacuum Wave,EFFECT_HIT,40,TYPE_FIGHTING,N,100,30,MOVE_TARGET_SELECTED,1,DAMAGE_CATEGORY_SPECIAL,,Whirls its fists to send a wave that strikes first.
Max Guard,EFFECT_PROTECT,0,TYPE_NORMAL,N,0,10,MOVE_TARGET_USER,4,DAMAGE_CATEGORY_STATUS,,
Encore,EFFECT_ENCORE,0,TYPE_NORMAL,N,100,5 10,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_STATUS,,Makes the foe repeat its last move over 2 to 6 turns.
Max Flare,EFFECT_MAX_MOVE,1,TYPE_FIRE,N,0,10,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,"
MOVE_EFFECT_SUN",
Astonish,EFFECT_HIT,30 45,TYPE_GHOST,N,100,15 20,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,"
MOVE_EFFECT_FLINCH",An attack that mayshock the foe intoflinching.
Mortal Spin,EFFECT_RAPID_SPIN,30,TYPE_POISON,N,100,15,MOVE_TARGET_BOTH,0,DAMAGE_CATEGORY_PHYSICAL,MOVE_EFFECT_POISON,Erases trap movesand Leech Seed.Poisons adjacentfoes.
Snap Trap,EFFECT_HIT,35,TYPE_GRASS,N,100,15,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,"
MOVE_EFFECT_WRAP",Snares the targetin a snap trap forfour to fiveturns.
Mind Reader,EFFECT_LOCK_ON,0,TYPE_NORMAL,N,0,5 10,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_STATUS,,Senses the foe's action to ensure the next move's hit.
Lock-On,EFFECT_LOCK_ON,0,TYPE_NORMAL,N,0,5 10,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_STATUS,,Locks on to the foe to ensure the next move hits.
Salt Cure,EFFECT_HIT,40,TYPE_ROCK,N,100,15,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,"
MOVE_EFFECT_SALT_CURE",Hurts foe everyturn. Double damage to Steeland Water.
Poison Fang,EFFECT_HIT,50 65,TYPE_POISON,N,100,15,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,"
MOVE_EFFECT_TOXIC",A sharp-fangedattack. May badlypoison the foe.
Smack Down,EFFECT_HIT,50,TYPE_ROCK,N,100,15,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,"
MOVE_EFFECT_SMACK_DOWN",Throws a rock toknock the foe downto the ground.
Acrobatics,EFFECT_ACROBATICS,55,TYPE_FLYING,N,100,15,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,,Does double damage if the user has no item.
Dire Claw,EFFECT_HIT,60,TYPE_POISON,N,100,15,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,"
MOVE_EFFECT_DIRE_CLAW","High critical hitchance. May paralyze, poisonor drowse."
Bitter Malice,EFFECT_HIT,60,TYPE_GHOST,N,100,15,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_SPECIAL,"
MOVE_EFFECT_ATK_MINUS_1",A spine-chillingresentment. Lowersthe foe's Attack.
Needle Arm,EFFECT_HIT,60 75,TYPE_GRASS,N,100,15,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,"
MOVE_EFFECT_FLINCH",Attacks withthorny arms. Maycause flinching.
Perish Song,EFFECT_PERISH_SONG,0,TYPE_NORMAL,N,0,5,MOVE_TARGET_ALL_BATTLERS,0,DAMAGE_CATEGORY_STATUS,,Any Pokémon hearing this song faints in 3 turns.
Breaking Swipe,EFFECT_HIT,60,TYPE_DRAGON,N,100,15,MOVE_TARGET_BOTH,0,DAMAGE_CATEGORY_PHYSICAL,"
MOVE_EFFECT_ATK_MINUS_1",Swings its tail toattack. Lowers theAtk of those hit.
Infernal Parade,EFFECT_DOUBLE_POWER_ON_ARG_STATUS,60,TYPE_GHOST,N,100,15,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_SPECIAL,,Hurts a foe harder if it has an ailment. May leave a burn.
Jet Punch,EFFECT_HIT,60,TYPE_WATER,N,100,15,MOVE_TARGET_SELECTED,1,DAMAGE_CATEGORY_PHYSICAL,,A punch is thrown at blinding speed to strike first.
Power-Up Punch,EFFECT_HIT,40 55,TYPE_FIGHTING,N,100,20,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,"
MOVE_EFFECT_ATK_PLUS_1",A hard punch thatraises the user'sAttack.
Storm Throw,EFFECT_HIT,40,TYPE_FIGHTING,N,100,10,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,,
Mean Look,EFFECT_MEAN_LOOK,0,TYPE_NORMAL,N,0,5 10,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_STATUS,,Fixes the foe with a mean look that prevents escape.
Fling,EFFECT_FLING,1,TYPE_DARK,N,100,10,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,,The effectiveness varies with the held item.
Shadow Claw,EFFECT_HIT,70,TYPE_GHOST,N,100,15,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,,Strikes with a shadow claw. High critical-hit ratio.
Inferno Overdrive,EFFECT_HIT,1,TYPE_FIRE,N,0,1,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,,
Trop Kick,EFFECT_HIT,70,TYPE_GRASS,N,100,15,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,"
MOVE_EFFECT_ATK_MINUS_1",An intense kickfrom the tropics.Lowers Attack.
Surf,EFFECT_HIT,75,TYPE_WATER,N,100,15,MOVE_TARGET_FOES_AND_ALLY ,0,DAMAGE_CATEGORY_SPECIAL,,"Creates a huge wave, then crashes it down on the foe."
G-Max Wildfire,EFFECT_MAX_MOVE,10,TYPE_FIRE,N,0,10,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,"
MOVE_EFFECT_WILDFIRE",
Ice Punch,EFFECT_HIT,75,TYPE_ICE,N,100,15,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,"
MOVE_EFFECT_FREEZE_OR_FROSTBITE",An icy punch thatmay          #if B_USE_FROSTBITE == TRUEleave the foewith frostbite.
Parabolic Charge,EFFECT_ABSORB,50,TYPE_ELECTRIC,N,100,20,MOVE_TARGET_FOES_AND_ALLY,0,DAMAGE_CATEGORY_SPECIAL,,Damages adjacent Pokémon and heals up by half of it.
Karate Chop,EFFECT_HIT,50,TYPE_FIGHTING,N,100,25,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,,A chopping attack with a high critical-hit ratio.
Fell Stinger,EFFECT_FELL_STINGER,30 50,TYPE_BUG,N,100,25,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,,If it knocks out a foe the Attack stat is raised.
Heal Bell,EFFECT_HEAL_BELL,0,TYPE_NORMAL,N,0,5,MOVE_TARGET_USER,0,DAMAGE_CATEGORY_STATUS,,Chimes soothingly to heal all status abnormalities.
Comeuppance,EFFECT_METAL_BURST,1,TYPE_DARK,N,100,10,MOVE_TARGET_DEPENDS,0,DAMAGE_CATEGORY_PHYSICAL,,Retaliates strongly against  who last hurt the user.
Shadow Ball,EFFECT_HIT,80 95,TYPE_GHOST,N,100,15,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_SPECIAL,"
MOVE_EFFECT_SP_DEF_MINUS_1",Hurls a black blobthat may lower thefoe's Sp. Def.
Dragon Claw,EFFECT_HIT,80,TYPE_DRAGON,N,100,15,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,,Slashes the foe with sharp claws.
Ruination,EFFECT_SUPER_FANG,1,TYPE_DARK,N,90,10,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_SPECIAL,,Summons a ruinous disaster and cuts half the foe's HP.
Seed Bomb,EFFECT_HIT,80,TYPE_GRASS,N,100,15,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,,A barrage of hard seeds is fired at the foe.
Struggle Bug,EFFECT_HIT,30 50,TYPE_BUG,N,100,20,MOVE_TARGET_BOTH,0,DAMAGE_CATEGORY_SPECIAL,"
MOVE_EFFECT_SP_ATK_MINUS_1","Resisting, theuser attacks thefoe. Lowers Sp.Atk."
Zippy Zap,EFFECT_HIT,50,TYPE_ELECTRIC,N,100,15,MOVE_TARGET_SELECTED,2,DAMAGE_CATEGORY_PHYSICAL,"
MOVE_EFFECT_EVS_PLUS_1",Electric burstsalways go firstand land acritical hit.
G-Max Fireball,,10,TYPE_FIRE,N,0,10,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,"
MOVE_EFFECT_FIXED_POWER",
Iron Head,EFFECT_HIT,80,TYPE_STEEL,N,100,15,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,"
MOVE_EFFECT_FLINCH",Slams the foe witha hard head. Maycause flinching.
Scald,EFFECT_HIT,80,TYPE_WATER,N,100,15,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_SPECIAL,"
MOVE_EFFECT_BURN",Shoots boilingwater at the foe.May inflict aburn.
Max Darkness,EFFECT_MAX_MOVE,1,TYPE_DARK,N,0,10,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,"
MOVE_EFFECT_LOWER_SP_DEF_SIDE",
Pounce,EFFECT_HIT,50,TYPE_BUG,N,100,20,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,"
MOVE_EFFECT_SPD_MINUS_1","The user pounceson the foe, lowering its Speed."
G-Max Centiferno,EFFECT_MAX_MOVE,10,TYPE_FIRE,N,0,10,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,"
MOVE_EFFECT_FIRE_SPIN_SIDE",
Snipe Shot,EFFECT_SNIPE_SHOT,80,TYPE_WATER,N,100,15,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_SPECIAL,,The user ignores effects that draw in moves.
Ice Spinner,EFFECT_HIT_SET_REMOVE_TERRAIN,80,TYPE_ICE,N,100,15,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,,Ice-covered feet hit a foe and destroy the terrain.
Psyblade,EFFECT_PSYBLADE,80,TYPE_PSYCHIC,N,100,15,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,,This move's power increases when on Electric Terrain.
Hydro Steam,EFFECT_HYDRO_STEAM,80,TYPE_WATER,N,100,15,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_SPECIAL,,This move's power increases under harsh sunlight.
Morning Sun,EFFECT_MORNING_SUN,0,TYPE_NORMAL,N,0,5,MOVE_TARGET_USER,0,DAMAGE_CATEGORY_STATUS,,Restores HP. The amount varies with the weather.
Psychic Fangs,EFFECT_BRICK_BREAK,85,TYPE_PSYCHIC,N,100,15,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,,Chomps with psychic fangs.  Destroys any barriers.
Leaf Blade,EFFECT_HIT,90,TYPE_GRASS,N,100,15,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,,Slashes with a sharp leaf. High critical-hit ratio.
Cut,EFFECT_HIT,60,TYPE_BUG,N,95 100,30,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,,"Cuts the foe with sharp scythes, claws, etc."
Charge Beam,EFFECT_HIT,50,TYPE_ELECTRIC,N,90 95,10 15,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_SPECIAL,"
MOVE_EFFECT_SP_ATK_PLUS_1",Fires a beam ofelectricity. Mayraise Sp. Atk.
Petal Blizzard,EFFECT_HIT,90,TYPE_GRASS,N,100,15,MOVE_TARGET_FOES_AND_ALLY,0,DAMAGE_CATEGORY_PHYSICAL,,Stirs up a violent storm of petals to attack.
Bug Bite,EFFECT_HIT,60,TYPE_BUG,N,100,20,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,"
MOVE_EFFECT_BUG_BITE",
Moonlight,EFFECT_MOONLIGHT,0,TYPE_NORMAL,N,0,5,MOVE_TARGET_USER,0,DAMAGE_CATEGORY_STATUS,,Restores HP. The amount varies with the weather.
Dragon Hammer,EFFECT_HIT,90,TYPE_DRAGON,N,100,15,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,,Swings its whole body like a hammer to damage.
Splishy Splash,EFFECT_HIT,90,TYPE_WATER,N,100,15,MOVE_TARGET_BOTH,0,DAMAGE_CATEGORY_SPECIAL,"
MOVE_EFFECT_PARALYSIS",A huge electrifiedwave that mayparalyze the foe.
Fire Spin,EFFECT_HIT,15 35,TYPE_FIRE,N,70 90,15,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_SPECIAL,"
MOVE_EFFECT_WRAP",Traps the foe in aring of fire forBINDING_TURNS turns.
Electroweb,EFFECT_HIT,55,TYPE_ELECTRIC,N,95,15,MOVE_TARGET_BOTH,0,DAMAGE_CATEGORY_SPECIAL,"
MOVE_EFFECT_SPD_MINUS_1",Snares the foewith an electricnet. Lowers Speed.
Black Hole Eclipse,EFFECT_HIT,1,TYPE_DARK,N,0,1,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,,
Dream Eater,EFFECT_DREAM_EATER,100,TYPE_PSYCHIC,N,100,15,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_SPECIAL,,Takes one half the damage inflicted on a sleeping foe.
Beak Blast,EFFECT_BEAK_BLAST,100,TYPE_FLYING,N,100,15,MOVE_TARGET_SELECTED,-3,DAMAGE_CATEGORY_PHYSICAL,,Heats up beak to attack. Burns foe on contact.
Shock Wave,EFFECT_HIT,60,TYPE_ELECTRIC,N,0,20,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_SPECIAL,,A fast and unavoidable  electric attack.
Block,EFFECT_MEAN_LOOK,0,TYPE_NORMAL,N,0,5 10,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_STATUS,,Blocks the foe's way to prevent escape.
Spark,EFFECT_HIT,65,TYPE_ELECTRIC,N,100,20,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,"
MOVE_EFFECT_PARALYSIS",An electrifiedtackle that mayparalyze the foe.
Incinerate,EFFECT_HIT,30 45,TYPE_FIRE,N,100,15 20,MOVE_TARGET_BOTH,0,DAMAGE_CATEGORY_SPECIAL,"
MOVE_EFFECT_INCINERATE",Burns up Berriesand Gems preventing theiruse.
Brave Bird,EFFECT_HIT,120,TYPE_FLYING,N,100,15,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,,A low altitude charge that also hurts the user.
Wood Hammer,EFFECT_HIT,120,TYPE_GRASS,N,100,15,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,,Slams the body into a foe. The user gets hurt too.
Sketch,EFFECT_SKETCH,0,TYPE_NORMAL,N,0,1,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_STATUS,,Copies the foe's last move  permanently.
Icy Wind,EFFECT_HIT,55,TYPE_ICE,N,95,15,MOVE_TARGET_BOTH,0,DAMAGE_CATEGORY_SPECIAL,"
MOVE_EFFECT_SPD_MINUS_1",A chilling attackthat lowers thefoe's Speed.
Mud Shot,EFFECT_HIT,55,TYPE_GROUND,N,95,15,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_SPECIAL,"
MOVE_EFFECT_SPD_MINUS_1",Hurls mud at thefoe and reducesSpeed.
Thunder Fang,EFFECT_HIT,65,TYPE_ELECTRIC,N,95 100,15,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,"
MOVE_EFFECT_PARALYSIS",May causeflinching or leavethe foe paralyzed.
Beat Up,EFFECT_BEAT_UP,10 30,TYPE_DARK,N,100,10,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,,Summons party Pokémon to join in the attack.
Volt Switch,EFFECT_HIT_ESCAPE,70,TYPE_ELECTRIC,N,100,20,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_SPECIAL,,
Ice Fang,EFFECT_HIT,65,TYPE_ICE,N,95 100,15,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,"
MOVE_EFFECT_FREEZE_OR_FROSTBITE",May causeflinching or          #if B_USE_FROSTBITE == TRUEleavethe foe withfrostbite.
Ember,EFFECT_HIT,40,TYPE_FIRE,N,100,25,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_SPECIAL,MOVE_EFFECT_BURN,A weak fire attackthat may inflict aburn.
Fly,EFFECT_SEMI_INVULNERABLE,90,TYPE_FLYING,N,95,15,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,,"Flies up on the first turn, then strikes the next turn."
Floaty Fall,EFFECT_HIT,90,TYPE_FLYING,N,95,15,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,"
MOVE_EFFECT_FLINCH",Floats in air anddives at angle.May causeflinching.
Waterfall,EFFECT_HIT,95,TYPE_WATER,N,95,15,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,MOVE_EFFECT_FLINCH,Charges the foewith speed toclimb waterfalls.
Rising Voltage,EFFECT_RISING_VOLTAGE,70,TYPE_ELECTRIC,N,100,20,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_SPECIAL,,This move's power doubles when on Electric Terrain.
Extreme Evoboost,EFFECT_EXTREME_EVOBOOST,0,TYPE_NORMAL,N,0,1,MOVE_TARGET_USER,0,DAMAGE_CATEGORY_STATUS,,
Return,EFFECT_RETURN,1,TYPE_NORMAL,N,100,20,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,,An attack that increases in power with friendship.
Dual Chop,EFFECT_HIT,40,TYPE_DRAGON,N,90,15,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,,Attacks with brutal hits that strike twice.
Rock Throw,EFFECT_HIT,50,TYPE_ROCK,N,90 100,15,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,,Throws small rocks to strike the foe.
Stone Axe,EFFECT_HIT,65,TYPE_ROCK,N,90 95,15,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,"
MOVE_EFFECT_STEALTH_ROCK",High critical hitratio. Sets Splinters thathurt the foe.
G-Max Snooze,EFFECT_MAX_MOVE,10,TYPE_DARK,N,0,10,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,"
MOVE_EFFECT_YAWN_FOE",
Frustration,EFFECT_FRUSTRATION,1,TYPE_NORMAL,N,100,20,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,,An attack that is stronger if the Trainer is disliked.
Zen Headbutt,EFFECT_HIT,80,TYPE_PSYCHIC,N,90 95,15,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,"
MOVE_EFFECT_FLINCH",Hits with a stronghead- butt. Maycause flinching.
Thunderclap,EFFECT_SUCKER_PUNCH,70,TYPE_ELECTRIC,N,100,5 10,MOVE_TARGET_SELECTED,1,DAMAGE_CATEGORY_SPECIAL,,
Matcha Gotcha,EFFECT_ABSORB,80,TYPE_GRASS,N,90,15,MOVE_TARGET_BOTH,0,DAMAGE_CATEGORY_SPECIAL,,Absorbs half the damage inflicted. May cause a burn.
Triple Arrows,EFFECT_HIT,50,TYPE_FIGHTING,N,100,15,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,"
MOVE_EFFECT_DEF_MINUS_1",High critical hitratio. May lowerDefense or flinch.
Sonic Boom,EFFECT_FIXED_DAMAGE_ARG,1,TYPE_NORMAL,N,90 95,20,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_SPECIAL,,Launches shock waves that always inflict 20 HP damage.
Gear Grind,EFFECT_HIT,50,TYPE_STEEL,N,85,15,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,,Throws two steel gears that strike twice.
Low Sweep,EFFECT_HIT,60,TYPE_FIGHTING,N,100,20,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,"
MOVE_EFFECT_SPD_MINUS_1",Attacks the foe'slegs lowering itsSpeed.
Psywave,EFFECT_PSYWAVE,1,TYPE_PSYCHIC,N,80 100,15,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_SPECIAL,,Attacks with a psychic wave of varying intensity.
Kinesis,EFFECT_ACCURACY_DOWN,0,TYPE_PSYCHIC,N,80,15,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_STATUS,,Distracts the foe. May lower accuracy.
Nature Power,EFFECT_NATURE_POWER,1,TYPE_NORMAL,N,0,20,MOVE_TARGET_DEPENDS,0,DAMAGE_CATEGORY_STATUS,,The type of attack varies depending on the location.
Flame Charge,EFFECT_HIT,50,TYPE_FIRE,N,100,20,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,"
MOVE_EFFECT_SPD_PLUS_1",Attacks in a cloakof flames. RaisesSpeed.
Sleep Powder,EFFECT_SLEEP,0,TYPE_GRASS,N,75,15,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_STATUS,,Scatters a powder that may cause the foe to sleep.
Iron Tail,EFFECT_HIT,100,TYPE_STEEL,N,85,15,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,"
MOVE_EFFECT_DEF_MINUS_1",Attacks with arock-hard tail.May lower Defense.
Fire Pledge,EFFECT_PLEDGE,50,TYPE_FIRE,N,100,10,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_SPECIAL,,Attacks with a column of fire. May burn the grass.
Whirlpool,EFFECT_HIT,15 35,TYPE_WATER,N,70 90,15,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_SPECIAL,"
MOVE_EFFECT_WRAP",Traps and hurtsthe foe in awhirlpool forBINDING_TURNS turns.
Sand Tomb,EFFECT_HIT,15 35,TYPE_GROUND,N,70 90,15,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,"
MOVE_EFFECT_WRAP",Traps and hurtsthe foe in quicksand forBINDING_TURNS turns.
Veevee Volley,EFFECT_RETURN,1,TYPE_NORMAL,N,0,20,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,,Eevee's love increases its  power. It never misses.
Grass Whistle,EFFECT_SLEEP,0,TYPE_GRASS,N,55 65,15,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_STATUS,,Lulls the foe into sleep with a pleasant melody.
Hidden Power,EFFECT_HIDDEN_POWER,1,TYPE_NORMAL,N,100,15,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_SPECIAL,,The effectiveness varies with the user.
Iron Defense,EFFECT_DEFENSE_UP_2,0,TYPE_STEEL,N,0,15,MOVE_TARGET_USER,0,DAMAGE_CATEGORY_STATUS,,Hardens the body's surface to sharply raise Defense.
Defog,EFFECT_DEFOG,0,TYPE_FLYING,N,0,15,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_STATUS,,Removes obstacles and lowers evasion.
G-Max One Blow,EFFECT_MAX_MOVE,10,TYPE_DARK,N,0,10,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,,
Autotomize,EFFECT_AUTOTOMIZE,0,TYPE_STEEL,N,0,15,MOVE_TARGET_USER,0,DAMAGE_CATEGORY_STATUS,,Sheds additional weight to sharply boost Speed.
Telekinesis,EFFECT_TELEKINESIS,0,TYPE_PSYCHIC,N,0,15,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_STATUS,,Makes the foe float. It is  easier to hit for 3 turns.
Flail,EFFECT_FLAIL,1,TYPE_NORMAL,N,100,15,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,,Inflicts more damage when the user's HP is down.
Rolling Kick,EFFECT_HIT,60,TYPE_FIGHTING,N,85 95,15 20,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,"
MOVE_EFFECT_FLINCH",A fast kickdelivered from arapid spin.
Ally Switch,EFFECT_ALLY_SWITCH,0,TYPE_PSYCHIC,N,0,15,MOVE_TARGET_USER,1,DAMAGE_CATEGORY_STATUS,,The user switches places with its partner.
Natural Gift,EFFECT_NATURAL_GIFT,1,TYPE_NORMAL,N,100,15,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,,The effectiveness varies with the held Berry.
Present,EFFECT_PRESENT,1,TYPE_NORMAL,N,90 100,15,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,,A gift in the form of a bomb. May restore HP.
Spit Up,EFFECT_SPIT_UP,1,TYPE_NORMAL,N,100,10,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_SPECIAL,,Releases stockpiled power  (the more the better).
Wake-Up Slap,EFFECT_DOUBLE_POWER_ON_ARG_STATUS,60 70,TYPE_FIGHTING,N,100,10 15,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,,"Powerful against sleeping foes, but also heals them."
