name,effect,power,type,accuracy,pp,target,priority,category,additional_effects,description
Seed Flare,EFFECT_HIT,120,TYPE_GRASS,85,5,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_SPECIAL,"ADDITIONAL_EFFECTS({
            .moveEffect = MOVE_EFFECT_SP_DEF_MINUS_2","""Generates a shock\n""             ""wave that sharply\n""             ""reduces Sp. Def."""
Ominous Wind,EFFECT_HIT,60,TYPE_GHOST,100,10,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_SPECIAL,"ADDITIONAL_EFFECTS({
            .moveEffect = MOVE_EFFECT_ALL_STATS_UP","""A repulsive attack\n""             ""that may raise all\n""             ""stats."""
Shadow Force,EFFECT_SEMI_INVULNERABLE,120,TYPE_GHOST,100,5,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,,
Hone Claws,EFFECT_ATTACK_ACCURACY_UP,0,TYPE_DARK,0,15,MOVE_TARGET_USER,0,DAMAGE_CATEGORY_STATUS,,"""Sharpens its claws\n""             ""to raise Attack\n""             ""and Accuracy."""
Wide Guard,EFFECT_PROTECT,0,TYPE_ROCK,0,10,MOVE_TARGET_USER,3,DAMAGE_CATEGORY_STATUS,,"""Evades wide-ranging\n""             ""attacks for one\n""             ""turn."""
Guard Split,EFFECT_GUARD_SPLIT,0,TYPE_PSYCHIC,0,10,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_STATUS,,"""Averages changes to\n""             ""Defense and Sp. Def\n""             ""Def with the foe."""
Power Split,EFFECT_POWER_SPLIT,0,TYPE_PSYCHIC,0,10,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_STATUS,,"""Averages changes to\n""             ""Attack and Sp. Atk\n""             ""with the foe."""
Wonder Room,EFFECT_WONDER_ROOM,0,TYPE_PSYCHIC,0,10,MOVE_TARGET_ALL_BATTLERS,B_UPDATED_MOVE_DATA >= GEN_6 ? 0 : -7,DAMAGE_CATEGORY_STATUS,,"""Defense and Sp. Def\n""             ""stats are swapped\n""             ""for 5 turns."""
Psyshock,EFFECT_PSYSHOCK,80,TYPE_PSYCHIC,100,10,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_SPECIAL,,
Venoshock,EFFECT_DOUBLE_POWER_ON_ARG_STATUS,65,TYPE_POISON,100,15,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_SPECIAL,,"""Does double damage\n""             ""if the foe is\n""             ""poisoned."""
Autotomize,EFFECT_AUTOTOMIZE,0,TYPE_STEEL,0,15,MOVE_TARGET_USER,0,DAMAGE_CATEGORY_STATUS,,"""Sheds additional\n""             ""weight to sharply\n""             ""boost Speed."""
Rage Powder,EFFECT_FOLLOW_ME,0,TYPE_BUG,0,20,MOVE_TARGET_USER,B_UPDATED_MOVE_DATA >= GEN_6 ? 2 : 3,DAMAGE_CATEGORY_STATUS,,"""Scatters powder to\n""             ""make foes attack\n""             ""only the user."""
Telekinesis,EFFECT_TELEKINESIS,0,TYPE_PSYCHIC,0,15,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_STATUS,,"""Makes the foe\n""             ""float. It is easier\n""             ""to hit for 3 turns."""
Magic Room,EFFECT_MAGIC_ROOM,0,TYPE_PSYCHIC,0,10,MOVE_TARGET_ALL_BATTLERS,B_UPDATED_MOVE_DATA >= GEN_6 ? 0 : -7,DAMAGE_CATEGORY_STATUS,,"""Hold items lose\n""             ""their effects for\n""             ""5 turns."""
Smack Down,EFFECT_HIT,50,TYPE_ROCK,100,15,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,"ADDITIONAL_EFFECTS({
            .moveEffect = MOVE_EFFECT_SMACK_DOWN","""Throws a rock to\n""             ""knock the foe down\n""             ""to the ground."""
Storm Throw,EFFECT_HIT,B_UPDATED_MOVE_DATA >= GEN_6 ? 60 : 40,TYPE_FIGHTING,100,10,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,,
Flame Burst,EFFECT_HIT,70,TYPE_FIRE,100,15,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_SPECIAL,"ADDITIONAL_EFFECTS({
            .moveEffect = MOVE_EFFECT_FLAME_BURST","""A bursting flame\n""             ""that does damage\n""             ""to all foes."""
Sludge Wave,EFFECT_HIT,95,TYPE_POISON,100,10,MOVE_TARGET_FOES_AND_ALLY,0,DAMAGE_CATEGORY_SPECIAL,"ADDITIONAL_EFFECTS({
            .moveEffect = MOVE_EFFECT_POISON","""Swamps the foe with\n""             ""a wave of sludge.\n""             ""May also poison."""
Quiver Dance,EFFECT_QUIVER_DANCE,0,TYPE_BUG,0,20,MOVE_TARGET_USER,0,DAMAGE_CATEGORY_STATUS,,"""Dances to raise Sp.\n""             ""Atk, Sp. Def and\n""             ""Speed."""
Heavy Slam,EFFECT_HEAT_CRASH,1,TYPE_STEEL,100,10,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,,
Synchronoise,EFFECT_SYNCHRONOISE,B_UPDATED_MOVE_DATA >= GEN_6 ? 120 : 70,TYPE_PSYCHIC,100,B_UPDATED_MOVE_DATA >= GEN_6 ? 10 : 15,MOVE_TARGET_FOES_AND_ALLY,0,DAMAGE_CATEGORY_SPECIAL,,"""An odd shock wave\n""             ""that only damages\n""             ""same-type foes."""
Electro Ball,EFFECT_ELECTRO_BALL,1,TYPE_ELECTRIC,100,10,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_SPECIAL,,"""Hurls an orb that\n""             ""does more damage\n""             ""to slower foes."""
Soak,EFFECT_SOAK,0,TYPE_WATER,100,20,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_STATUS,,"""Sprays water at the\n""             ""foe making it\n""             ""Water-type."""
Flame Charge,EFFECT_HIT,50,TYPE_FIRE,100,20,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,"ADDITIONAL_EFFECTS({
            .moveEffect = MOVE_EFFECT_SPD_PLUS_1","""Attacks in a cloak\n""             ""of flames. Raises\n""             ""Speed."""
Coil,EFFECT_COIL,0,TYPE_POISON,0,20,MOVE_TARGET_USER,0,DAMAGE_CATEGORY_STATUS,,"""Coils up to raise\n""             ""Attack, Defense\n""             ""and Accuracy."""
Low Sweep,EFFECT_HIT,B_UPDATED_MOVE_DATA >= GEN_6 ? 65 : 60,TYPE_FIGHTING,100,20,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,"ADDITIONAL_EFFECTS({
            .moveEffect = MOVE_EFFECT_SPD_MINUS_1","""Attacks the foe's\n""             ""legs lowering its\n""             ""Speed."""
Acid Spray,EFFECT_HIT,40,TYPE_POISON,100,20,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_SPECIAL,"ADDITIONAL_EFFECTS({
            .moveEffect = MOVE_EFFECT_SP_DEF_MINUS_2","""Sprays a hide-\n""             ""melting acid.\n""             ""Sharply reduces\n""             ""reduces Sp. Def."""
Foul Play,EFFECT_FOUL_PLAY,95,TYPE_DARK,100,15,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_SPECIAL,,"""The higher the\n""             ""foe's Attack the\n""             ""more damage caused."""
Simple Beam,EFFECT_SIMPLE_BEAM,0,TYPE_NORMAL,100,15,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_STATUS,,"""A beam that changes\n""             ""the foe's ability\n""             ""to Simple."""
Entrainment,EFFECT_ENTRAINMENT,0,TYPE_NORMAL,100,15,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_STATUS,,"""Makes the foe mimic\n""             ""the user, gaining\n""             ""its ability."""
After You,EFFECT_AFTER_YOU,0,TYPE_NORMAL,0,15,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_STATUS,,"""Helps out the foe,\n""             ""letting it move\n""             ""next."""
Round,EFFECT_ROUND,60,TYPE_NORMAL,100,15,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_SPECIAL,"ADDITIONAL_EFFECTS({
            .moveEffect = MOVE_EFFECT_ROUND","""A song that\n""             ""inflicts damage.\n""             ""Others can\n""             ""join in too."""
Echoed Voice,EFFECT_ECHOED_VOICE,40,TYPE_NORMAL,100,15,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_SPECIAL,,"""Does more damage\n""             ""every turn it is\n""             ""used."""
Chip Away,EFFECT_HIT,70,TYPE_NORMAL,100,20,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,,
Clear Smog,EFFECT_HIT,50,TYPE_POISON,0,15,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_SPECIAL,"ADDITIONAL_EFFECTS({
            .moveEffect = MOVE_EFFECT_CLEAR_SMOG","""Attacks with white\n""             ""haze that removes\n""             ""all stat changes."""
Stored Power,EFFECT_STORED_POWER,20,TYPE_PSYCHIC,100,10,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_SPECIAL,,"""The higher the\n""             ""user's stats the\n""             ""more damage caused."""
Quick Guard,EFFECT_PROTECT,0,TYPE_FIGHTING,0,15,MOVE_TARGET_USER,3,DAMAGE_CATEGORY_STATUS,,"""Evades priority\n""             ""attacks for one\n""             ""turn."""
Ally Switch,EFFECT_ALLY_SWITCH,0,TYPE_PSYCHIC,0,15,MOVE_TARGET_USER,B_UPDATED_MOVE_DATA >= GEN_7 ? 2 : 1,DAMAGE_CATEGORY_STATUS,,"""The user switches\n""             ""places with its\n""             ""partner."""
Scald,EFFECT_HIT,80,TYPE_WATER,100,15,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_SPECIAL,"ADDITIONAL_EFFECTS({
            .moveEffect = MOVE_EFFECT_BURN","""Shoots boiling\n""             ""water at the foe.\n""             ""May inflict a burn."""
Shell Smash,EFFECT_SHELL_SMASH,0,TYPE_NORMAL,0,15,MOVE_TARGET_USER,0,DAMAGE_CATEGORY_STATUS,,"""Raises offensive\n""             ""stats, but lowers\n""             ""defensive stats."""
Heal Pulse,EFFECT_HEAL_PULSE,0,TYPE_PSYCHIC,0,10,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_STATUS,,"""Recovers up to half\n""             ""the target's\n""             ""maximum HP."""
Hex,EFFECT_DOUBLE_POWER_ON_ARG_STATUS,B_UPDATED_MOVE_DATA >= GEN_6 ? 65 : 50,TYPE_GHOST,100,10,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_SPECIAL,,"""Does double damage\n""             ""if the foe has a\n""             ""status problem."""
Sky Drop,EFFECT_SKY_DROP,60,TYPE_FLYING,100,10,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,,"""Takes the foe into\n""             ""the sky then drops\n""             ""it the next turn."""
Shift Gear,EFFECT_SHIFT_GEAR,0,TYPE_STEEL,0,10,MOVE_TARGET_USER,0,DAMAGE_CATEGORY_STATUS,,"""Rotates its gears\n""             ""to raise Attack\n""             ""and Speed."""
Circle Throw,EFFECT_HIT_SWITCH_TARGET,60,TYPE_FIGHTING,95,10,MOVE_TARGET_SELECTED,-6,DAMAGE_CATEGORY_PHYSICAL,,
Incinerate,EFFECT_HIT,45,TYPE_FIRE,100,20,MOVE_TARGET_BOTH,0,DAMAGE_CATEGORY_SPECIAL,"ADDITIONAL_EFFECTS({
            .moveEffect = MOVE_EFFECT_INCINERATE","""Burns up Berries\n""             ""and Gems preventing\n""             ""their use."""
Quash,EFFECT_QUASH,0,TYPE_DARK,100,15,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_STATUS,,"""Suppresses the foe,\n""             ""making it move\n""             ""last."""
Acrobatics,EFFECT_ACROBATICS,55,TYPE_FLYING,100,15,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,,"""Does double damage\n""             ""if the user has no\n""             ""item."""
Reflect Type,EFFECT_REFLECT_TYPE,0,TYPE_NORMAL,0,15,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_STATUS,,"""The user reflects\n""             ""the foe's type,\n""             ""copying it."""
Retaliate,EFFECT_RETALIATE,70,TYPE_NORMAL,100,10,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,,"""An attack that does\n""             ""more damage if an\n""             ""ally fainted."""
Final Gambit,EFFECT_FINAL_GAMBIT,1,TYPE_FIGHTING,100,5,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_SPECIAL,,"""The user faints to\n""             ""damage the foe\n""             ""equal to its HP."""
Bestow,EFFECT_BESTOW,0,TYPE_NORMAL,0,15,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_STATUS,,"""The user gives its\n""             ""held item to the\n""             ""foe."""
Inferno,EFFECT_HIT,130,TYPE_FIRE,75,5,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_SPECIAL,"ADDITIONAL_EFFECTS({
            .moveEffect = MOVE_EFFECT_BURN","""Powerful and sure\n""             ""to inflict a burn,\n""             ""but inaccurate."""
Water Pledge,EFFECT_PLEDGE,B_UPDATED_MOVE_DATA >= GEN_6 ? 80 : 50,TYPE_WATER,100,10,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_SPECIAL,,"""Attacks with a\n""             ""column of water.\n""             ""May make a rainbow."""
Fire Pledge,EFFECT_PLEDGE,B_UPDATED_MOVE_DATA >= GEN_6 ? 80 : 50,TYPE_FIRE,100,10,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_SPECIAL,,"""Attacks with a\n""             ""column of fire.\n""             ""May burn the grass."""
Grass Pledge,EFFECT_PLEDGE,B_UPDATED_MOVE_DATA >= GEN_6 ? 80 : 50,TYPE_GRASS,100,10,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_SPECIAL,,"""Attacks with a\n""             ""column of grass.\n""             ""May create a swamp."""
Volt Switch,EFFECT_HIT_ESCAPE,70,TYPE_ELECTRIC,100,20,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_SPECIAL,,
Struggle Bug,EFFECT_HIT,50,TYPE_BUG,100,20,MOVE_TARGET_BOTH,0,DAMAGE_CATEGORY_SPECIAL,"ADDITIONAL_EFFECTS({
            .moveEffect = MOVE_EFFECT_SP_ATK_MINUS_1","""Resisting, the user\n""             ""attacks the foe.\n""             ""Lowers Sp. Atk."""
Bulldoze,EFFECT_EARTHQUAKE,60,TYPE_GROUND,100,20,MOVE_TARGET_FOES_AND_ALLY,0,DAMAGE_CATEGORY_PHYSICAL,"ADDITIONAL_EFFECTS({
            .moveEffect = MOVE_EFFECT_SPD_MINUS_1","""Stomps down on the\n""             ""ground. Lowers\n""             ""Speed."""
Frost Breath,EFFECT_HIT,60,TYPE_ICE,100,15,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_SPECIAL,,
Dragon Tail,EFFECT_HIT_SWITCH_TARGET,60,TYPE_DRAGON,95,15,MOVE_TARGET_SELECTED,-6,DAMAGE_CATEGORY_PHYSICAL,,
Work Up,EFFECT_ATTACK_SPATK_UP,0,TYPE_NORMAL,0,30,MOVE_TARGET_USER,0,DAMAGE_CATEGORY_STATUS,,"""The user is\n""             ""roused. Ups Attack\n""             ""and Sp. Atk."""
Electroweb,EFFECT_HIT,55,TYPE_ELECTRIC,95,15,MOVE_TARGET_BOTH,0,DAMAGE_CATEGORY_SPECIAL,"ADDITIONAL_EFFECTS({
            .moveEffect = MOVE_EFFECT_SPD_MINUS_1","""Snares the foe with\n""             ""an electric net.\n""             ""Lowers Speed."""
Wild Charge,EFFECT_RECOIL,90,TYPE_ELECTRIC,100,15,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,,"""An electrical\n""             ""tackle that also\n""             ""hurts the user."""
Drill Run,EFFECT_HIT,80,TYPE_GROUND,95,10,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,,"""Spins its body like\n""             ""a drill. High\n""             ""crit ratio."""
Dual Chop,EFFECT_HIT,40,TYPE_DRAGON,90,15,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,,"""Attacks with brutal\n""             ""hits that strike\n""             ""twice."""
Heart Stamp,EFFECT_HIT,60,TYPE_PSYCHIC,100,25,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,"ADDITIONAL_EFFECTS({
            .moveEffect = MOVE_EFFECT_FLINCH","""A sudden blow after\n""             ""a cute act. May\n""             ""cause flinching."""
Horn Leech,EFFECT_ABSORB,75,TYPE_GRASS,100,10,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,,
Sacred Sword,EFFECT_HIT,90,TYPE_FIGHTING,100,B_UPDATED_MOVE_DATA >= GEN_6 ? 15 : 20,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,,
Razor Shell,EFFECT_HIT,75,TYPE_WATER,95,10,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,"ADDITIONAL_EFFECTS({
            .moveEffect = MOVE_EFFECT_DEF_MINUS_1","""Tears at the foe\n""             ""with sharp shells.\n""             ""May lower Defense."""
Heat Crash,EFFECT_HEAT_CRASH,1,TYPE_FIRE,100,10,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,,
Leaf Tornado,EFFECT_HIT,65,TYPE_GRASS,90,10,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_SPECIAL,"ADDITIONAL_EFFECTS({
            .moveEffect = MOVE_EFFECT_ACC_MINUS_1","""Circles the foe\n""             ""with leaves to\n""             ""damage and cut\n""             ""accuracy."""
Steamroller,EFFECT_HIT,65,TYPE_BUG,100,20,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,"ADDITIONAL_EFFECTS({
            .moveEffect = MOVE_EFFECT_FLINCH","""Crushes the foe\n""             ""with its body. May\n""             ""cause flinching."""
Cotton Guard,EFFECT_DEFENSE_UP_3,0,TYPE_GRASS,0,10,MOVE_TARGET_USER,0,DAMAGE_CATEGORY_STATUS,,"""Wraps its body\n""             ""in cotton.\n""             ""Drastically raises\n""             ""Defense."""
Night Daze,EFFECT_HIT,85,TYPE_DARK,95,10,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_SPECIAL,"ADDITIONAL_EFFECTS({
            .moveEffect = MOVE_EFFECT_ACC_MINUS_1","""Looses a black\n""             ""shock wave.\n""             ""May lower accuracy."""
Psystrike,EFFECT_PSYSHOCK,100,TYPE_PSYCHIC,100,10,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_SPECIAL,,
Tail Slap,EFFECT_MULTI_HIT,25,TYPE_NORMAL,85,10,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,,"""Strikes the foe\n""             ""with its tail 2 to\n""             ""5 times."""
Hurricane,EFFECT_THUNDER,B_UPDATED_MOVE_DATA >= GEN_6 ? 110 : 120,TYPE_FLYING,85,10,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_SPECIAL,"ADDITIONAL_EFFECTS({
            .moveEffect = MOVE_EFFECT_CONFUSION","""Traps the foe in a\n""             ""fierce wind. May\n""             ""cause confusion."""
Head Charge,EFFECT_RECOIL,120,TYPE_NORMAL,100,15,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,,"""A charge using\n""             ""guard hair. It\n""             ""hurts the user a\n""             ""little."""
Gear Grind,EFFECT_HIT,50,TYPE_STEEL,85,15,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,,"""Throws two steel\n""             ""gears that strike\n""             ""twice."""
Searing Shot,EFFECT_HIT,100,TYPE_FIRE,100,5,MOVE_TARGET_FOES_AND_ALLY,0,DAMAGE_CATEGORY_SPECIAL,"ADDITIONAL_EFFECTS({
            .moveEffect = MOVE_EFFECT_BURN",
Techno Blast,EFFECT_CHANGE_TYPE_ON_ITEM,B_UPDATED_MOVE_DATA >= GEN_6 ? 120 : 85,TYPE_NORMAL,100,5,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_SPECIAL,,"""The type varies\n""             ""with the kind of\n""             ""Drive held."""
Relic Song,EFFECT_RELIC_SONG,75,TYPE_NORMAL,100,10,MOVE_TARGET_BOTH,0,DAMAGE_CATEGORY_SPECIAL,,"""Attacks with an\n""             ""ancient song. May\n""             ""induce sleep."""
Secret Sword,EFFECT_PSYSHOCK,85,TYPE_FIGHTING,100,10,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_SPECIAL,,"""Cuts with a long\n""             ""horn that does\n""             ""physical damage."""
Glaciate,EFFECT_HIT,65,TYPE_ICE,95,10,MOVE_TARGET_BOTH,0,DAMAGE_CATEGORY_SPECIAL,"ADDITIONAL_EFFECTS({
            .moveEffect = MOVE_EFFECT_SPD_MINUS_1","""Blows very cold air\n""             ""at the foe. It\n""             ""lowers their Speed."""
Bolt Strike,EFFECT_HIT,130,TYPE_ELECTRIC,85,5,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,"ADDITIONAL_EFFECTS({
            .moveEffect = MOVE_EFFECT_PARALYSIS","""Strikes with a\n""             ""great amount of\n""             ""lightning. May\n""             ""paralyze."""
Blue Flare,EFFECT_HIT,130,TYPE_FIRE,85,5,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_SPECIAL,"ADDITIONAL_EFFECTS({
            .moveEffect = MOVE_EFFECT_BURN","""Engulfs the foe in\n""             ""a blue flame. May\n""             ""inflict a burn."""
Fiery Dance,EFFECT_HIT,80,TYPE_FIRE,100,10,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_SPECIAL,"ADDITIONAL_EFFECTS({
            .moveEffect = MOVE_EFFECT_SP_ATK_PLUS_1","""Dances cloaked in\n""             ""flames. May raise\n""             ""Sp. Atk."""
Freeze Shock,EFFECT_TWO_TURNS_ATTACK,140,TYPE_ICE,90,5,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,,"""A powerful 2-turn\n""             ""move that may\n""             ""paralyze the foe."""
Ice Burn,EFFECT_TWO_TURNS_ATTACK,140,TYPE_ICE,90,5,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_SPECIAL,,"""A powerful 2-turn\n""             ""move that may\n""             ""inflict a burn."""
Snarl,EFFECT_HIT,55,TYPE_DARK,95,15,MOVE_TARGET_BOTH,0,DAMAGE_CATEGORY_SPECIAL,"ADDITIONAL_EFFECTS({
            .moveEffect = MOVE_EFFECT_SP_ATK_MINUS_1","""Yells and rants at\n""             ""the foe lowering\n""             ""its Sp. Atk."""
Icicle Crash,EFFECT_HIT,85,TYPE_ICE,95,10,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,"ADDITIONAL_EFFECTS({
            .moveEffect = MOVE_EFFECT_FLINCH","""Drops large icicles\n""             ""on the foe. May\n""             ""cause flinching."""
V-create,EFFECT_HIT,180,TYPE_FIRE,95,5,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,,"""Very powerful, but\n""             ""lowers Defense,\n""             ""Sp. Def and Speed."""
Fusion Flare,EFFECT_FUSION_COMBO,100,TYPE_FIRE,100,5,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_SPECIAL,,"""Summons a fireball.\n""             ""Works well with a\n""             ""thunderbolt."""
Fusion Bolt,EFFECT_FUSION_COMBO,100,TYPE_ELECTRIC,100,5,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,,"""Sends thunderbolt.\n""             ""Works well with a\n""             ""fireball."""
Flying Press,EFFECT_TWO_TYPED_MOVE,B_UPDATED_MOVE_DATA >= GEN_7 ? 100 : 80,TYPE_FIGHTING,95,10,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,,"""This attack does\n""             ""Fighting and\n""             ""Flying-type damage."""
Mat Block,EFFECT_MAT_BLOCK,0,TYPE_FIGHTING,0,15,MOVE_TARGET_USER,0,DAMAGE_CATEGORY_STATUS,,"""Evades damaging\n""             ""moves for one\n""             ""turn."""
Belch,EFFECT_BELCH,120,TYPE_POISON,100,10,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_SPECIAL,,"""Lets out a loud\n""             ""belch. Must eat a\n""             ""Berry to use it."""
Rototiller,EFFECT_ROTOTILLER,0,TYPE_GROUND,0,10,MOVE_TARGET_ALL_BATTLERS,0,DAMAGE_CATEGORY_STATUS,,"""Ups the Attack and\n""             ""Sp. Atk of Grass-\n""             ""type Pokémon."""
Sticky Web,EFFECT_STICKY_WEB,0,TYPE_BUG,0,20,MOVE_TARGET_OPPONENTS_FIELD,0,DAMAGE_CATEGORY_STATUS,,"""Weaves a sticky net\n""             ""that slows foes\n""             ""switching in."""
Fell Stinger,EFFECT_FELL_STINGER,50,TYPE_BUG,100,25,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,,"""If it knocks out a\n""             ""foe the Attack\n""             ""stat is raised."""
Phantom Force,EFFECT_SEMI_INVULNERABLE,90,TYPE_GHOST,100,10,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,,
Trick-or-Treat,EFFECT_THIRD_TYPE,0,TYPE_GHOST,100,20,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_STATUS,,"""Goes trick-or-\n""             ""treating making\n""             ""the foe Ghost-type."""
Noble Roar,EFFECT_NOBLE_ROAR,0,TYPE_NORMAL,100,30,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_STATUS,,"""Intimidates the\n""             ""foe, to cut Attack\n""             ""and Sp. Atk."""
Ion Deluge,EFFECT_ION_DELUGE,0,TYPE_ELECTRIC,0,25,MOVE_TARGET_ALL_BATTLERS,1,DAMAGE_CATEGORY_STATUS,,"""Electrifies Normal-\n""             ""type moves with\n""             ""charged atoms."""
Parabolic Charge,EFFECT_ABSORB,B_UPDATED_MOVE_DATA >= GEN_7 ? 65 : 50,TYPE_ELECTRIC,100,20,MOVE_TARGET_FOES_AND_ALLY,0,DAMAGE_CATEGORY_SPECIAL,,"""Damages adjacent\n""             ""Pokémon and heals\n""             ""up by half of it."""
Forest's Curse,EFFECT_THIRD_TYPE,0,TYPE_GRASS,100,20,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_STATUS,,"""Puts a curse on the\n""             ""foe making the foe\n""             ""Grass-type."""
Petal Blizzard,EFFECT_HIT,90,TYPE_GRASS,100,15,MOVE_TARGET_FOES_AND_ALLY,0,DAMAGE_CATEGORY_PHYSICAL,,"""Stirs up a violent\n""             ""storm of petals to\n""             ""attack."""
Freeze-Dry,EFFECT_SUPER_EFFECTIVE_ON_ARG,70,TYPE_ICE,100,20,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_SPECIAL,,"""Super effective\n""             ""on Water-types.\n""             ""May cause freezing."""
Disarming Voice,EFFECT_HIT,40,TYPE_FAIRY,0,15,MOVE_TARGET_BOTH,0,DAMAGE_CATEGORY_SPECIAL,,"""Lets out a charming\n""             ""cry that cannot be\n""             ""evaded."""
Parting Shot,EFFECT_PARTING_SHOT,0,TYPE_DARK,100,20,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_STATUS,,"""Lowers the foe's\n""             ""Attack and Sp. Atk,\n""             ""Atk, then switches\n""             ""out."""
Topsy-Turvy,EFFECT_TOPSY_TURVY,0,TYPE_DARK,B_UPDATED_MOVE_DATA >= GEN_7 ? 0 : 100,20,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_STATUS,,"""Swaps all stat\n""             ""changes that affect\n""             ""target."""
