Display Name,Species ID,HP,Attack,Defense,Speed,Sp. Attack,Sp. Defense,Total Stats,Type 1,Type 2,Growth Rate,Evolution Species,Evolution Method,Evolution Level,
Riolu,RIOLU,40,70,40,60,35,40,285,TYPE_FIGHTING,TYPE_FIGHTING,GROWTH_MEDIUM_SLOW,LUCARIO,EVO_FRIENDSHIP,0,
Cresselia,CRESSELIA,120,70,120,85,75,130,600,TYPE_PSYCHIC,TYPE_PSYCHIC,GROWTH_SLOW,NONE,NONE,0,
Raticate,RATICATE_ALOLA,75,71,70,77,40,80,413,TYPE_DARK,TYPE_NORMAL,GROWTH_MEDIUM_FAST,NONE,NONE,0,
Loudred,LOUDRED,84,71,43,48,71,43,360,TYPE_NORMAL,TYPE_NORMAL,GROWTH_MEDIUM_SLOW,EXPLOUD,EVO_LEVEL,40,"+1HP, +4atk, +2def, +2speed, +4spatk, +2spdef"
Nidorino,NIDORINO,61,72,57,65,55,55,365,TYPE_POISON,TYPE_POISON,GROWTH_MEDIUM_SLOW,NIDOKING,EVO_ITEM,ITEM_MOON_STONE,
Hippopotas,HIPPOPOTAS,68,72,78,32,38,42,330,TYPE_GROUND,TYPE_GROUND,GROWTH_SLOW,HIPPOWDON,EVO_LEVEL,34,
Hypno,HYPNO,85,73,70,67,73,115,483,TYPE_PSYCHIC,TYPE_PSYCHIC,GROWTH_MEDIUM_FAST,NONE,NONE,0,"+2Atk, +5def, +3speed, +2spatk"
Volbeat,VOLBEAT,65,73,55,85,47,75,400,TYPE_BUG,TYPE_BUG,GROWTH_ERRATIC,NONE,NONE,0,
Swalot,SWALOT,100,73,83,55,73,83,467,TYPE_POISON,TYPE_POISON,GROWTH_FLUCTUATING,NONE,NONE,0,"+2atk, +12def, +2spatk, +12spdef"
Sandshrew,SANDSHREW,50,75,85,40,20,30,300,TYPE_GROUND,TYPE_GROUND,GROWTH_MEDIUM_FAST,SANDSLASH,EVO_LEVEL,22,
Sandshrew,SANDSHREW_ALOLA,50,75,90,40,10,35,300,TYPE_ICE,TYPE_STEEL,GROWTH_MEDIUM_FAST,SANDSLASH_ALOLA,EVO_ITEM,ITEM_ICE_STONE,
Growlithe,GROWLITHE_HISUI,60,75,45,55,65,50,350,TYPE_FIRE,TYPE_ROCK,GROWTH_SLOW,ARCANINE_HISUI,EVO_ITEM,ITEM_FIRE_STONE,
Politoed,POLITOED,90,75,75,70,90,100,500,TYPE_WATER,TYPE_WATER,GROWTH_MEDIUM_SLOW,NONE,NONE,0,+10spatk
Bellsprout,BELLSPROUT,50,75,35,40,70,30,300,TYPE_GRASS,TYPE_POISON,GROWTH_MEDIUM_SLOW,WEEPINBELL,EVO_LEVEL,21,
Slowbro,SLOWBRO,95,75,110,30,100,80,490,TYPE_WATER,TYPE_PSYCHIC,GROWTH_MEDIUM_FAST,NONE,NONE,0,"+10spdef, +10spatk"
Slowking,SLOWKING,95,75,80,30,100,110,490,TYPE_WATER,TYPE_PSYCHIC,GROWTH_MEDIUM_FAST,NONE,NONE,0,"+10def, +10spatk"
Starmie,STARMIE,60,75,85,115,100,85,520,TYPE_WATER,TYPE_PSYCHIC,GROWTH_SLOW,NONE,NONE,0,
Magby,MAGBY,45,75,37,83,70,55,365,TYPE_FIRE,TYPE_FIRE,GROWTH_MEDIUM_FAST,MAGMAR,EVO_LEVEL,30,
Eevee,EEVEE_STARTER,65,75,70,75,65,85,435,TYPE_NORMAL,TYPE_NORMAL,GROWTH_MEDIUM_FAST,NONE,NONE,0,
Xatu,XATU,65,75,70,95,95,70,470,TYPE_PSYCHIC,TYPE_FLYING,GROWTH_MEDIUM_FAST,NONE,NONE,0,"+10speed, +10spatk, +5atk, +5spdef"
Ampharos,AMPHAROS,90,75,75,55,115,90,500,TYPE_ELECTRIC,TYPE_ELECTRIC,GROWTH_MEDIUM_SLOW,NONE,NONE,0,"+10 def, +5 spatk, +5 atk"
Sunflora,SUNFLORA,75,75,55,30,105,85,425,TYPE_GRASS,TYPE_GRASS,GROWTH_MEDIUM_SLOW,NONE,NONE,0,"+30spatk, +20HP, +20spdef, +45 def"
Clodsire,CLODSIRE,130,75,60,20,45,100,430,TYPE_POISON,TYPE_GROUND,GROWTH_MEDIUM_FAST,NONE,NONE,0,"+15 atk, +15def, +15spatk"
Gligar,GLIGAR,65,75,105,85,35,65,430,TYPE_GROUND,TYPE_FLYING,GROWTH_MEDIUM_SLOW,GLISCOR,EVO_ITEM_HOLD,ITEM_RAZOR_FANG,
Gligar,GLIGAR,65,75,105,85,35,65,430,TYPE_GROUND,TYPE_FLYING,GROWTH_MEDIUM_SLOW,GLISCOR,EVO_ITEM,ITEM_RAZOR_FANG,
Suicune,SUICUNE,100,75,115,85,90,115,580,TYPE_WATER,TYPE_WATER,GROWTH_SLOW,NONE,NONE,0,
Sableye,SABLEYE,50,75,75,50,65,65,380,TYPE_DARK,TYPE_GHOST,GROWTH_MEDIUM_SLOW,NONE,NONE,0,"+10 spdef, +25 HP, +10spatk"
Manectric,MANECTRIC,70,75,60,105,105,60,475,TYPE_ELECTRIC,TYPE_ELECTRIC,GROWTH_SLOW,NONE,NONE,0,
Shuppet,SHUPPET,45,75,35,45,65,35,300,TYPE_GHOST,TYPE_GHOST,GROWTH_FAST,BANETTE,EVO_LEVEL,37,
Bagon,BAGON,45,75,60,50,40,30,300,TYPE_DRAGON,TYPE_DRAGON,GROWTH_SLOW,SHELGON,EVO_LEVEL,30,
Metang,METANG,60,75,100,50,55,80,420,TYPE_STEEL,TYPE_PSYCHIC,GROWTH_SLOW,METAGROSS,EVO_LEVEL,45,
Registeel,REGISTEEL,80,75,150,50,75,150,580,TYPE_STEEL,TYPE_STEEL,GROWTH_SLOW,NONE,NONE,0,
Staravia,STARAVIA,55,75,50,80,40,40,340,TYPE_NORMAL,TYPE_FLYING,GROWTH_MEDIUM_SLOW,STARAPTOR,EVO_LEVEL,34,
Uxie,UXIE,75,75,130,95,75,130,580,TYPE_PSYCHIC,TYPE_PSYCHIC,GROWTH_SLOW,NONE,NONE,0,
Ninetales,NINETALES,73,76,75,100,81,100,505,TYPE_FIRE,TYPE_FIRE,GROWTH_MEDIUM_FAST,NONE,NONE,0,
Furret,FURRET,85,76,64,90,45,55,415,TYPE_NORMAL,TYPE_NORMAL,GROWTH_MEDIUM_FAST,NONE,NONE,0,"+4atk, +1def, +5 spdef"
Yanmega,YANMEGA,86,76,86,95,116,56,515,TYPE_BUG,TYPE_FLYING,GROWTH_MEDIUM_FAST,NONE,NONE,0,
Lopunny,LOPUNNY,65,76,84,105,54,96,480,TYPE_NORMAL,TYPE_NORMAL,GROWTH_MEDIUM_FAST,NONE,NONE,0,
Whiscash,WHISCASH,110,78,73,60,76,71,468,TYPE_WATER,TYPE_GROUND,GROWTH_MEDIUM_FAST,NONE,NONE,0,"+2atk, +2def, +2spatk, +2spdef"
Monferno,MONFERNO,64,78,52,81,78,52,405,TYPE_FIRE,TYPE_FIGHTING,GROWTH_MEDIUM_SLOW,INFERNAPE,EVO_LEVEL,36,
Wormadam,WORMADAM_SANDY,60,79,105,36,59,85,424,TYPE_BUG,TYPE_GROUND,GROWTH_MEDIUM_FAST,NONE,NONE,0,
Beedrill,BEEDRILL,65,80,40,75,45,80,385,TYPE_BUG,TYPE_POISON,GROWTH_MEDIUM_FAST,NONE,NONE,0,
Pidgeot,PIDGEOT,83,80,75,91,70,70,469,TYPE_NORMAL,TYPE_FLYING,GROWTH_MEDIUM_SLOW,NONE,NONE,0,"+10 speed, +10 atk"
Golbat,GOLBAT,75,80,70,90,65,75,455,TYPE_POISON,TYPE_FLYING,GROWTH_MEDIUM_FAST,CROBAT,EVO_FRIENDSHIP,0,
Vileplume,VILEPLUME,75,80,85,50,100,90,480,TYPE_GRASS,TYPE_POISON,GROWTH_MEDIUM_SLOW,NONE,NONE,0,"+10spatk, +10HP, +5def, +5spdef"
Bellossom,BELLOSSOM,75,80,0,50,90,100,395,TYPE_GRASS,TYPE_GRASS,GROWTH_MEDIUM_SLOW,NONE,NONE,0,
Mankey,MANKEY,40,80,35,70,35,45,305,TYPE_FIGHTING,TYPE_FIGHTING,GROWTH_MEDIUM_FAST,PRIMEAPE,EVO_LEVEL,28,
Machop,MACHOP,70,80,50,35,35,35,305,TYPE_FIGHTING,TYPE_FIGHTING,GROWTH_MEDIUM_SLOW,MACHOKE,EVO_LEVEL,28,
Geodude,GEODUDE,40,80,100,20,30,30,300,TYPE_ROCK,TYPE_GROUND,GROWTH_MEDIUM_SLOW,GRAVELER,EVO_LEVEL,25,
Geodude,GEODUDE_ALOLA,40,80,100,20,30,30,300,TYPE_ROCK,TYPE_ELECTRIC,GROWTH_MEDIUM_SLOW,GRAVELER_ALOLA,EVO_LEVEL,25,
Grimer,GRIMER,80,80,50,25,40,50,325,TYPE_POISON,TYPE_POISON,GROWTH_MEDIUM_FAST,MUK,EVO_LEVEL,38,
Grimer,GRIMER_ALOLA,80,80,50,25,40,50,325,TYPE_POISON,TYPE_DARK,GROWTH_MEDIUM_FAST,MUK_ALOLA,EVO_LEVEL,38,
Marowak,MAROWAK,60,80,110,45,50,80,425,TYPE_GROUND,TYPE_GROUND,GROWTH_MEDIUM_FAST,NONE,NONE,0,"+10HP, +10atk, +10spdef, +10spatk"
Marowak,MAROWAK_ALOLA,60,80,110,45,50,80,425,TYPE_FIRE,TYPE_GHOST,GROWTH_MEDIUM_FAST,NONE,NONE,0,"+10HP, +10atk, +10spdef, +10spatk"
Porygon2,PORYGON2,85,80,90,60,105,95,515,TYPE_NORMAL,TYPE_NORMAL,GROWTH_MEDIUM_FAST,PORYGON_Z,EVO_ITEM,ITEM_DUBIOUS_DISC,
Porygon-Z,PORYGON_Z,85,80,70,90,135,75,535,TYPE_NORMAL,TYPE_NORMAL,GROWTH_MEDIUM_FAST,NONE,NONE,0,
Kabuto,KABUTO,30,80,90,55,55,45,355,TYPE_ROCK,TYPE_WATER,GROWTH_MEDIUM_FAST,KABUTOPS,EVO_LEVEL,40,
Croconaw,CROCONAW,65,80,80,58,59,63,405,TYPE_WATER,TYPE_WATER,GROWTH_MEDIUM_SLOW,FERALIGATR,EVO_LEVEL,30,
Bonsly,BONSLY,50,80,95,10,10,50,295,TYPE_ROCK,TYPE_ROCK,GROWTH_MEDIUM_FAST,SUDOWOODO,EVO_MOVE,MOVE_MIMIC,
Girafarig,GIRAFARIG,70,80,65,85,90,65,455,TYPE_NORMAL,TYPE_PSYCHIC,GROWTH_MEDIUM_FAST,FARIGIRAF,EVO_MOVE,MOVE_TWIN_BEAM,"+5def, +5 spdef, +5 atk, +5 spatk"
Snubbull,SNUBBULL,60,80,50,30,40,40,300,TYPE_FAIRY,TYPE_FAIRY,GROWTH_FAST,GRANBULL,EVO_LEVEL,23,
Teddiursa,TEDDIURSA,60,80,50,40,50,50,330,TYPE_NORMAL,TYPE_NORMAL,GROWTH_MEDIUM_FAST,URSARING,EVO_LEVEL,30,
Skarmory,SKARMORY,65,80,140,70,40,70,465,TYPE_STEEL,TYPE_FLYING,GROWTH_SLOW,NONE,NONE,0,"+10 to spatk, +5 to spdef"
Miltank,MILTANK,95,80,105,100,40,70,490,TYPE_NORMAL,TYPE_NORMAL,GROWTH_SLOW,NONE,NONE,0,
Vigoroth,VIGOROTH,80,80,80,90,55,55,440,TYPE_NORMAL,TYPE_NORMAL,GROWTH_SLOW,SLAKING,EVO_LEVEL,36,
Corphish,CORPHISH,43,80,65,35,50,35,308,TYPE_WATER,TYPE_WATER,GROWTH_FLUCTUATING,CRAWDAUNT,EVO_LEVEL,30,
Glalie,GLALIE,80,80,80,80,80,80,480,TYPE_ICE,TYPE_ICE,GROWTH_MEDIUM_FAST,NONE,NONE,0,+5 to all stats
Froslass,FROSLASS,70,80,70,110,80,70,480,TYPE_ICE,TYPE_GHOST,GROWTH_MEDIUM_FAST,NONE,NONE,0,+5 to all stats
Walrein,WALREIN,110,80,90,65,95,90,530,TYPE_ICE,TYPE_WATER,GROWTH_MEDIUM_SLOW,NONE,NONE,0,
Latias,LATIAS,80,80,90,110,110,130,600,TYPE_DRAGON,TYPE_PSYCHIC,GROWTH_SLOW,NONE,NONE,0,
Vespiquen,VESPIQUEN,70,80,102,40,80,102,474,TYPE_BUG,TYPE_FLYING,GROWTH_MEDIUM_SLOW,NONE,NONE,0,"+10 speed, +5 atk, +5 spatk, +5 HP"
Drifblim,DRIFBLIM,150,80,44,80,90,54,498,TYPE_GHOST,TYPE_FLYING,GROWTH_FLUCTUATING,NONE,NONE,0,
Phione,PHIONE,80,80,80,80,80,80,480,TYPE_WATER,TYPE_WATER,GROWTH_SLOW,NONE,NONE,0,
Raticate,RATICATE,55,81,60,97,50,70,413,TYPE_NORMAL,TYPE_NORMAL,GROWTH_MEDIUM_FAST,NONE,NONE,0,
Cradily,CRADILY,86,81,97,43,81,107,495,TYPE_ROCK,TYPE_GRASS,GROWTH_ERRATIC,NONE,NONE,0,
Nidoqueen,NIDOQUEEN,90,82,87,76,75,85,495,TYPE_POISON,TYPE_GROUND,GROWTH_MEDIUM_SLOW,NONE,NONE,0,+10 atk
Venusaur,VENUSAUR,80,82,83,80,100,100,525,TYPE_GRASS,TYPE_POISON,GROWTH_MEDIUM_SLOW,NONE,NONE,0,
Golduck,GOLDUCK,80,82,78,85,95,80,500,TYPE_WATER,TYPE_WATER,GROWTH_MEDIUM_FAST,NONE,NONE,0,
Meganium,MEGANIUM,80,82,100,80,83,100,525,TYPE_GRASS,TYPE_GRASS,GROWTH_MEDIUM_SLOW,NONE,NONE,0,
Purugly,PURUGLY,71,82,64,112,64,59,452,TYPE_NORMAL,TYPE_NORMAL,GROWTH_FAST,NONE,NONE,0,
Blastoise,BLASTOISE,79,83,100,78,85,105,530,TYPE_WATER,TYPE_WATER,GROWTH_MEDIUM_SLOW,NONE,NONE,0,
Electabuzz,ELECTABUZZ,65,83,57,105,95,85,490,TYPE_ELECTRIC,TYPE_ELECTRIC,GROWTH_MEDIUM_FAST,ELECTIVIRE,EVO_ITEM,ITEM_ELECTIRIZER,
Gastrodon,GASTRODON_WEST,111,83,68,39,92,82,475,TYPE_WATER,TYPE_GROUND,GROWTH_MEDIUM_FAST,NONE,NONE,0,
Gastrodon,GASTRODON_EAST,111,83,68,39,92,82,475,TYPE_WATER,TYPE_GROUND,GROWTH_MEDIUM_FAST,NONE,NONE,0,
Charizard,CHARIZARD,78,84,78,100,109,85,534,TYPE_FIRE,TYPE_FLYING,GROWTH_MEDIUM_SLOW,NONE,NONE,0,
Dragonair,DRAGONAIR,61,84,65,70,70,70,420,TYPE_DRAGON,TYPE_DRAGON,GROWTH_SLOW,DRAGONITE,EVO_LEVEL,55,
Typhlosion,TYPHLOSION,78,84,78,100,109,85,534,TYPE_FIRE,TYPE_FIRE,GROWTH_MEDIUM_SLOW,NONE,NONE,0,
Typhlosion,TYPHLOSION_HISUI,73,84,78,95,119,85,534,TYPE_FIRE,TYPE_GHOST,GROWTH_MEDIUM_SLOW,NONE,NONE,0,
Pupitar,PUPITAR,70,84,70,51,65,70,410,TYPE_ROCK,TYPE_GROUND,GROWTH_SLOW,TYRANITAR,EVO_LEVEL,55,
Gorebyss,GOREBYSS,55,84,105,52,114,75,485,TYPE_WATER,TYPE_WATER,GROWTH_ERRATIC,NONE,NONE,0,"+1atk, +3speed, +1spatk, +20HP"
Arbok,ARBOK,60,85,69,80,65,79,438,TYPE_POISON,TYPE_POISON,GROWTH_MEDIUM_FAST,NONE,NONE,0,"+10 atk,+11def, +1spdef"
Poliwrath,POLIWRATH,90,85,95,70,70,90,500,TYPE_WATER,TYPE_FIGHTING,GROWTH_MEDIUM_SLOW,NONE,NONE,0,+10 atk
Raichu,RAICHU_ALOLA,60,85,50,100,95,85,475,TYPE_ELECTRIC,TYPE_PSYCHIC,GROWTH_MEDIUM_FAST,NONE,NONE,0,"+10 speed, +15 def"
Ponyta,PONYTA,50,85,55,90,65,65,410,TYPE_FIRE,TYPE_FIRE,GROWTH_MEDIUM_FAST,RAPIDASH,EVO_LEVEL,40,
Ponyta,PONYTA_GALAR,50,85,55,90,65,65,410,TYPE_PSYCHIC,TYPE_PSYCHIC,GROWTH_MEDIUM_FAST,RAPIDASH_GALAR,EVO_LEVEL,40,
Doduo,DODUO,35,85,45,75,35,35,310,TYPE_NORMAL,TYPE_FLYING,GROWTH_MEDIUM_FAST,DODRIO,EVO_LEVEL,31,
Steelix,STEELIX,75,85,200,30,55,65,510,TYPE_STEEL,TYPE_GROUND,GROWTH_MEDIUM_FAST,NONE,NONE,0,
Lickilicky,LICKILICKY,110,85,95,50,80,95,515,TYPE_NORMAL,TYPE_NORMAL,GROWTH_MEDIUM_FAST,NONE,NONE,0,
Rhyhorn,RHYHORN,80,85,95,25,30,30,345,TYPE_GROUND,TYPE_ROCK,GROWTH_SLOW,RHYDON,EVO_LEVEL,42,
Mr. Rime,MR_RIME,80,85,75,70,110,100,520,TYPE_ICE,TYPE_PSYCHIC,GROWTH_MEDIUM_FAST,NONE,NONE,0,
Lapras,LAPRAS,130,85,80,60,85,95,535,TYPE_WATER,TYPE_ICE,GROWTH_SLOW,NONE,NONE,0,
Munchlax,MUNCHLAX,135,85,40,5,40,85,390,TYPE_NORMAL,TYPE_NORMAL,GROWTH_SLOW,SNORLAX,EVO_FRIENDSHIP,0,
Articuno,ARTICUNO,90,85,100,85,95,125,580,TYPE_ICE,TYPE_FLYING,GROWTH_SLOW,NONE,NONE,0,
Articuno,ARTICUNO_GALAR,90,85,85,95,125,100,580,TYPE_PSYCHIC,TYPE_FLYING,GROWTH_SLOW,NONE,NONE,0,
Moltres,MOLTRES_GALAR,90,85,90,90,100,125,580,TYPE_DARK,TYPE_FLYING,GROWTH_SLOW,NONE,NONE,0,
Quagsire,QUAGSIRE,95,85,85,35,65,65,430,TYPE_WATER,TYPE_GROUND,GROWTH_MEDIUM_FAST,NONE,NONE,0,"+15atk, +15spatk, +10def, +5spdef"
Murkrow,MURKROW,60,85,42,91,85,42,405,TYPE_DARK,TYPE_FLYING,GROWTH_MEDIUM_SLOW,HONCHKROW,EVO_ITEM,ITEM_DUSK_STONE,
Raikou,RAIKOU,90,85,75,115,115,100,580,TYPE_ELECTRIC,TYPE_ELECTRIC,GROWTH_SLOW,NONE,NONE,0,
Sceptile,SCEPTILE,70,85,65,120,105,85,530,TYPE_GRASS,TYPE_GRASS,GROWTH_MEDIUM_SLOW,NONE,NONE,0,
Combusken,COMBUSKEN,60,85,60,55,85,60,405,TYPE_FIRE,TYPE_FIGHTING,GROWTH_MEDIUM_SLOW,BLAZIKEN,EVO_LEVEL,36,
Marshtomp,MARSHTOMP,70,85,70,50,60,70,405,TYPE_WATER,TYPE_GROUND,GROWTH_MEDIUM_SLOW,SWAMPERT,EVO_LEVEL,36,
Swellow,SWELLOW,60,85,60,125,50,50,430,TYPE_NORMAL,TYPE_FLYING,GROWTH_MEDIUM_SLOW,NONE,NONE,0,"+25 spatk, +15 spdef, +10def"
Mawile,MAWILE,50,85,85,50,55,55,380,UNKNOWN,UNKNOWN,GROWTH_FAST,NONE,NONE,0,"+15spdef, +10spatk, +20 atk"
Torkoal,TORKOAL,70,85,140,20,85,70,470,TYPE_FIRE,TYPE_FIRE,GROWTH_MEDIUM_FAST,NONE,NONE,0,+5 spdef
Cacnea,CACNEA,50,85,40,35,85,40,335,TYPE_GRASS,TYPE_GRASS,GROWTH_MEDIUM_SLOW,CACTURNE,EVO_LEVEL,32,
Bibarel,BIBAREL,79,85,60,71,55,60,410,TYPE_NORMAL,TYPE_WATER,GROWTH_MEDIUM_FAST,NONE,NONE,0,
Kricketune,KRICKETUNE,77,85,51,65,55,51,384,TYPE_BUG,TYPE_BUG,GROWTH_MEDIUM_SLOW,NONE,NONE,0,
Luxio,LUXIO,60,85,49,60,60,49,363,TYPE_ELECTRIC,TYPE_ELECTRIC,GROWTH_MEDIUM_SLOW,LUXRAY,EVO_LEVEL,30,
Empoleon,EMPOLEON,84,86,88,60,111,101,530,TYPE_WATER,TYPE_STEEL,GROWTH_MEDIUM_SLOW,NONE,NONE,0,
Grotle,GROTLE,75,89,85,36,55,65,405,TYPE_GRASS,TYPE_GRASS,GROWTH_MEDIUM_SLOW,TORTERRA,EVO_LEVEL,32,
Bronzong,BRONZONG,67,89,116,33,79,116,500,TYPE_STEEL,TYPE_PSYCHIC,GROWTH_MEDIUM_FAST,NONE,NONE,0,
Fearow,FEAROW,65,90,65,100,61,61,442,TYPE_NORMAL,TYPE_FLYING,GROWTH_MEDIUM_FAST,NONE,NONE,0,"+4 spatk, +4spdef, +10 atk, +5 hp"
Raichu,RAICHU,60,90,55,100,90,80,475,TYPE_ELECTRIC,TYPE_ELECTRIC,GROWTH_MEDIUM_FAST,NONE,NONE,0,"+10 speed, +15 def"
Crobat,CROBAT,85,90,80,130,70,80,535,TYPE_POISON,TYPE_FLYING,GROWTH_MEDIUM_FAST,NONE,NONE,0,
Weepinbell,WEEPINBELL,65,90,50,55,85,45,390,TYPE_GRASS,TYPE_POISON,GROWTH_MEDIUM_SLOW,VICTREEBEL,EVO_ITEM,ITEM_LEAF_STONE,
Weezing,WEEZING,65,90,120,60,85,70,490,TYPE_POISON,TYPE_POISON,GROWTH_MEDIUM_FAST,NONE,NONE,0,
Weezing,WEEZING_GALAR,65,90,120,60,85,70,490,TYPE_POISON,TYPE_FAIRY,GROWTH_MEDIUM_FAST,NONE,NONE,0,
Zapdos,ZAPDOS,90,90,85,100,125,90,580,TYPE_ELECTRIC,TYPE_FLYING,GROWTH_SLOW,NONE,NONE,0,
Ariados,ARIADOS,70,90,70,40,60,60,390,TYPE_BUG,TYPE_POISON,GROWTH_FAST,NONE,NONE,0,"+10 spdef, +30 speed, +10 atk, +10 spatk"
Farigiraf,FARIGIRAF,120,90,70,60,110,70,520,TYPE_NORMAL,TYPE_PSYCHIC,GROWTH_MEDIUM_FAST,NONE,NONE,0,
Forretress,FORRETRESS,75,90,140,40,60,60,465,TYPE_BUG,TYPE_STEEL,GROWTH_MEDIUM_FAST,NONE,NONE,0,"+30 spdef, +5 HP"
Houndoom,HOUNDOOM,75,90,50,95,110,80,500,TYPE_DARK,TYPE_FIRE,GROWTH_SLOW,NONE,NONE,0,
Lugia,LUGIA,106,90,130,110,90,154,680,TYPE_PSYCHIC,TYPE_FLYING,GROWTH_SLOW,NONE,NONE,0,
Mightyena,MIGHTYENA,70,90,70,70,60,60,420,TYPE_DARK,TYPE_DARK,GROWTH_MEDIUM_FAST,NONE,NONE,0,"+20 atk, +20def, +5 HP, +5 speed"
Obstagoon,OBSTAGOON,93,90,101,95,60,81,520,TYPE_DARK,TYPE_NORMAL,GROWTH_MEDIUM_FAST,NONE,NONE,0,
Ninjask,NINJASK,61,90,45,160,50,50,456,TYPE_BUG,TYPE_FLYING,GROWTH_ERRATIC,NONE,NONE,0,
Lairon,LAIRON,60,90,140,40,50,50,430,TYPE_STEEL,TYPE_ROCK,GROWTH_SLOW,AGGRON,EVO_LEVEL,42,
Carvanha,CARVANHA,45,90,20,65,65,20,305,TYPE_WATER,TYPE_DARK,GROWTH_SLOW,SHARPEDO,EVO_LEVEL,30,
Wailord,WAILORD,170,90,45,60,90,45,500,TYPE_WATER,TYPE_WATER,GROWTH_FLUCTUATING,NONE,NONE,0,
Kecleon,KECLEON,60,90,70,40,60,120,440,TYPE_NORMAL,TYPE_NORMAL,GROWTH_MEDIUM_SLOW,NONE,NONE,0,
Relicanth,RELICANTH,100,90,130,55,45,65,485,TYPE_WATER,TYPE_ROCK,GROWTH_SLOW,NONE,NONE,0,
Latios,LATIOS,80,90,80,110,130,110,600,TYPE_DRAGON,TYPE_PSYCHIC,GROWTH_SLOW,NONE,NONE,0,
Gabite,GABITE,68,90,65,82,50,55,410,TYPE_DRAGON,TYPE_GROUND,GROWTH_SLOW,GARCHOMP,EVO_LEVEL,48,
Drapion,DRAPION,70,90,110,95,60,75,500,TYPE_POISON,TYPE_DARK,GROWTH_SLOW,NONE,NONE,0,
Heatran,HEATRAN,91,90,106,77,130,106,600,TYPE_FIRE,TYPE_STEEL,GROWTH_SLOW,NONE,NONE,0,
Darkrai,DARKRAI,70,90,90,125,135,90,600,TYPE_DARK,TYPE_DARK,GROWTH_SLOW,NONE,NONE,0,
Exploud,EXPLOUD,104,91,63,68,91,63,480,TYPE_NORMAL,TYPE_NORMAL,GROWTH_MEDIUM_SLOW,NONE,NONE,0,"+10 spdef, +10 speed, +10 atk, +10 spatk"
Nidoking,NIDOKING,81,92,77,85,85,75,495,TYPE_POISON,TYPE_GROUND,GROWTH_MEDIUM_SLOW,NONE,NONE,0,+10 atk
Seaking,SEAKING,80,92,65,68,65,80,450,TYPE_WATER,TYPE_WATER,GROWTH_MEDIUM_FAST,NONE,NONE,0,"+10 def, +5 spdef, +5 spatk"
Spiritomb,SPIRITOMB,50,92,108,35,92,108,485,TYPE_GHOST,TYPE_DARK,GROWTH_MEDIUM_FAST,NONE,NONE,0,
Abomasnow,ABOMASNOW,90,92,75,60,92,85,494,TYPE_GRASS,TYPE_ICE,GROWTH_SLOW,NONE,NONE,0,"+3atk, +3 spatk"
Skuntank,SKUNTANK,103,93,67,84,71,61,479,TYPE_POISON,TYPE_DARK,GROWTH_MEDIUM_FAST,NONE,NONE,0,
Parasect,PARASECT,60,95,80,30,60,80,405,TYPE_BUG,TYPE_GRASS,GROWTH_MEDIUM_FAST,NONE,NONE,0,"+20spdef, +20def, +20 hp"
Graveler,GRAVELER,55,95,115,35,45,45,390,TYPE_ROCK,TYPE_GROUND,GROWTH_MEDIUM_SLOW,GOLEM,EVO_LEVEL,32,
Graveler,GRAVELER,55,95,115,35,45,45,390,TYPE_ROCK,TYPE_GROUND,GROWTH_MEDIUM_SLOW,GOLEM,EVO_ITEM,ITEM_LINKING_CORD,
Graveler,GRAVELER_ALOLA,55,95,115,35,45,45,390,TYPE_ROCK,TYPE_ELECTRIC,GROWTH_MEDIUM_SLOW,GOLEM_ALOLA,EVO_LEVEL,32,
Graveler,GRAVELER_ALOLA,55,95,115,35,45,45,390,TYPE_ROCK,TYPE_ELECTRIC,GROWTH_MEDIUM_SLOW,GOLEM_ALOLA,EVO_ITEM,ITEM_LINKING_CORD,
Cloyster,CLOYSTER,50,95,180,70,85,45,525,TYPE_WATER,TYPE_ICE,GROWTH_SLOW,NONE,NONE,0,
Exeggutor,EXEGGUTOR,95,95,85,55,125,65,520,TYPE_GRASS,TYPE_PSYCHIC,GROWTH_SLOW,NONE,NONE,0,
Hitmontop,HITMONTOP,50,95,95,70,35,110,455,TYPE_FIGHTING,TYPE_FIGHTING,GROWTH_MEDIUM_FAST,NONE,NONE,0,
Kangaskhan,KANGASKHAN,105,95,80,90,40,80,490,TYPE_NORMAL,TYPE_NORMAL,GROWTH_MEDIUM_FAST,NONE,NONE,0,
Kingdra,KINGDRA,75,95,95,85,95,95,540,TYPE_WATER,TYPE_DRAGON,GROWTH_MEDIUM_FAST,NONE,NONE,0,
Magmar,MAGMAR,65,95,57,93,100,85,495,TYPE_FIRE,TYPE_FIRE,GROWTH_MEDIUM_FAST,MAGMORTAR,EVO_ITEM,ITEM_MAGMARIZER,
Magmortar,MAGMORTAR,75,95,67,83,125,95,540,TYPE_FIRE,TYPE_FIRE,GROWTH_MEDIUM_FAST,NONE,NONE,0,
Gliscor,GLISCOR,75,95,125,95,45,75,510,TYPE_GROUND,TYPE_FLYING,GROWTH_MEDIUM_SLOW,NONE,NONE,0,+15 spdef
Qwilfish,QWILFISH,65,95,0,85,55,55,355,TYPE_WATER,TYPE_POISON,GROWTH_MEDIUM_FAST,NONE,NONE,0,+10 def
